"DATE","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"01-May-15","INDO GIBL Indiaforensic STL20121","28494868911","01-May-15","4,25,752.00","","3,16,130.00",
"01-May-15","FDRL/INTERNAL FUND TRANSFER","28494946983","01-May-15","","5,00,000.00","8,16,130.00",
"01-May-15","Indfor INCOME INDO REMI23121","28494890560","01-May-15","120","","8,16,010.00",
"02-May-15","INDO GIBL Indiaforensic STL23121","28494904869","02-May-15","20,000.00","","7,96,010.00",
"02-May-15","Indfor INCOME INDO REMI22121","28494974753","02-May-15","960","","7,95,050.00",
"02-May-15","INDO GIBL Indiaforensic STL22121","28494938420","02-May-15","1,30,600.00","","6,64,450.00",
"02-May-15","Indfor INCOME INDO REMI21121","28494918847","02-May-15","2,760.00","","6,61,690.00",
"02-May-15","INDO GIBL Indiaforensic STL21121","28494933913","02-May-15","4,22,577.00","","2,39,113.00",
"02-May-15","FDRL/INTERNAL FUND TRANSFER","28494898514","02-May-15","","5,00,000.00","7,39,113.00",
"02-May-15","FDRL/INTERNAL FUND TRANSFER","","02-May-15","4000","","7,35,113.00",
"02-May-15","Indfor INCOME INDO REMI25121","28494882775","02-May-15","1,320.00","","7,33,793.00",
"02-May-15","INDO GIBL Indiaforensic STL25121","28494911833","02-May-15","1,73,441.00","","5,60,352.00",
"02-May-15","Indfor INCOME INDO REMI24121","28494974940","02-May-15","4,680.00","","5,55,672.00",
"02-May-15","INDO GIBL Indiaforensic STL24121","28494883501","02-May-15","6,92,917.00","","-1,37,245.00",
"02-May-15","FDRL/INTERNAL FUND TRANSFER","28494918493","02-May-15","","5,00,000.00","3,62,755.00",
"04-May-15","Indfor INCOME INDO REMI26121","28494893306","04-May-15","1,320.00","","3,61,435.00",
"04-May-15","INDO GIBL Indiaforensic STL26121","28494915196","04-May-15","2,50,849.00","","1,10,576.00",
"04-May-15","FDRL/INTERNAL FUND TRANSFER","28494949028","04-May-15","","5,00,000.00","6,10,576.00",
"04-May-15","Indfor INCOME INDO REMI27121","28494938490","04-May-15","4,080.00","","6,06,496.00",
"04-May-15","INDO GIBL Indiaforensic STL27121","28494893565","04-May-15","62,547.00","","5,43,949.00",
"05-May-15","FDRL/INTERNAL FUND TRANSFER","28494881251","05-May-15","","4,00,000.00","9,43,949.00",
"05-May-15","Indfor INCOME INDO REMI28121","28494893331","05-May-15","1,320.00","","9,42,629.00",
"05-May-15","INDO GIBL Indiaforensic STL28121","28494903992","05-May-15","1,53,500.00","","7,89,129.00",
"05-May-15","FDRL/INTERNAL FUND TRANSFER","28494967283","05-May-15","","4,00,000.00","11,89,129.00",
"05-May-15","atm settlement","0","05-May-15","25","","11,89,104.00",
"05-May-15","INDO GIBL Indiaforensic STL30121","28494966156","05-May-15","68,700.00","","11,20,404.00",
"05-May-15","Indfor INCOME INDO REMI29121","28494934660","05-May-15","1,200.00","","11,19,204.00",
"05-May-15","INDO GIBL Indiaforensic STL29121","32342303483","05-May-15","2,00,550.00","","9,18,654.00",
"05-May-15","FDRL/INTERNAL FUND TRANSFER","28494932502","05-May-15","","4,00,000.00","13,18,654.00",
"05-May-15","Indfor INCOME INDO REMI31121","28494916370","05-May-15","4,560.00","","13,14,094.00",
"05-May-15","INDO GIBL Indiaforensic STL31121","28494883462","05-May-15","7,76,077.00","","5,38,017.00",
"05-May-15","FDRL/INTERNAL FUND TRANSFER","28494902202","05-May-15","","3,00,000.00","8,38,017.00",
"05-May-15","FDRL/INTERNAL FUND TRANSFER","28494944057","05-May-15","","3,00,000.00","11,38,017.00",
"05-May-15","","28494906035","05-May-15","2,400.00","","11,35,617.00",
"05-May-15","INDO GIBL Indiaforensic STL01011","28494934054","05-May-15","4,08,376.00","","7,27,241.00",
"05-May-15","FDRL/INTERNAL FUND TRANSFER","28494929674","05-May-15","","4,00,000.00","11,27,241.00",
"05-May-15","Indfor INCOME INDO REMI02011","28494881238","05-May-15","5,160.00","","11,22,081.00",
"06-May-15","INDO GIBL Indiaforensic STL02011","28494893760","06-May-15","8,26,831.00","","2,95,250.00",
"06-May-15","FDRL/INTERNAL FUND TRANSFER","34234324334","06-May-15","","4,00,000.00","6,95,250.00",
"06-May-15","FDRL/INTERNAL FUND TRANSFER","28494897322","06-May-15","","4,00,000.00","10,95,250.00",
"06-May-15","Indfor INCOME INDO REMI03011","28494873694","06-May-15","3,240.00","","10,92,010.00",
"06-May-15","INDO GIBL Indiaforensic STL03011","28494914348","06-May-15","6,01,604.00","","4,90,406.00",
"06-May-15","FDRL/INTERNAL FUND TRANSFER","28494879324","06-May-15","","4,00,000.00","8,90,406.00",
"06-May-15","FDRL/INTERNAL FUND TRANSFER","28494939181","06-May-15","","3,00,000.00","11,90,406.00",
"","Indfor INCOME INDO REMI04011","28494875130","","2,160.00","","11,88,246.00",
"06-May-15","INDO GIBL Indiaforensic STL04011","28494959435","06-May-15","2,18,276.00","","9,69,970.00",
"06-May-15","Indfor INCOME INDO REMI06011","28494938231","06-May-15","240","","9,69,730.00",
"06-May-15","INDO GIBL Indiaforensic STL06011","28494859972","06-May-15","17,500.00","","9,52,230.00",
"06-May-15","Indfor INCOME INDO REMI05011","28494930437","06-May-15","2,760.00","","9,49,470.00",
"07-May-15","INDO GIBL Indiaforensic STL05011","28494961363","07-May-15","3,77,441.00","","5,72,029.00",
"07-May-15","FDRL/INTERNAL FUND TRANSFER","28494911884","07-May-15","","3,00,000.00","8,72,029.00",
"07-May-15","FDRL/INTERNAL FUND TRANSFER","28494862123","07-May-15","","3,00,000.00","11,72,029.00",
"07-May-15","Indfor INCOME INDO REMI07011","28494882021","07-May-15","3,960.00","","11,68,069.00",
"07-May-15","INDO GIBL Indiaforensic STL07011","28494866512","07-May-15","6,13,279.00","","5,54,790.00",
"07-May-15","FDRL/INTERNAL FUND TRANSFER","28494884202","07-May-15","","3,00,000.00","8,54,790.00",
"07-May-15","","28494911935","07-May-15","3,720.00","","8,51,070.00",
"07-May-15","INDO GIBL Indiaforensic STL08011","28494902896","07-May-15","6,74,030.00","","1,77,040.00",
"07-May-15","FDRL/INTERNAL FUND TRANSFER","28494908472","07-May-15","","4,00,000.00","5,77,040.00",
"07-May-15","FDRL/INTERNAL FUND TRANSFER","33534542334","07-May-15","","4,00,000.00","9,77,040.00",
"07-May-15","Indfor INCOME INDO REMI09011","28494865693","07-May-15","1,920.00","","9,75,120.00",
"07-May-15","INDO GIBL Indiaforensic STL09011","28494912342","07-May-15","2,93,700.00","","6,81,420.00",
"07-May-15","","28494941150","07-May-15","","3,00,000.00","9,81,420.00",
"07-May-15","Indfor INCOME INDO REMI10011","28494962031","07-May-15","2,400.00","","9,79,020.00",
"07-May-15","INDO GIBL Indiaforensic STL10011","28494940722","07-May-15","3,91,453.00","","5,87,567.00",
"07-May-15","FDRL/INTERNAL FUND TRANSFER","28494927410","07-May-15","","4,00,000.00","9,87,567.00",
"08-May-15","FDRL/INTERNAL FUND TRANSFER","28494970140","08-May-15","","4,00,000.00","13,87,567.00",
"08-May-15","Indfor INCOME INDO REMI11011","28494962520","08-May-15","4,560.00","","13,83,007.00",
"08-May-15","INDO GIBL Indiaforensic STL11011","28494940403","08-May-15","7,27,659.00","","6,55,348.00",
"08-May-15","Indfor INCOME INDO REMI12011","28494968954","08-May-15","2,520.00","","6,52,828.00",
"08-May-15","INDO GIBL Indiaforensic STL12011","28494892827","08-May-15","3,44,650.00","","3,08,178.00",
"08-May-15","Indfor INCOME INDO REMI13011","28494972025","08-May-15","240","","3,07,938.00",
"08-May-15","INDO GIBL Indiaforensic STL13011","28494916865","08-May-15","50,000.00","","2,57,938.00",
"08-May-15","FDRL/INTERNAL FUND TRANSFER","28494931554","08-May-15","150000","","1,07,938.00",
"08-May-15","FDRL/INTERNAL FUND TRANSFER","28494920979","08-May-15","","3,00,000.00","4,07,938.00",
"08-May-15","Indfor INCOME INDO REMI14011","28494968998","08-May-15","3,600.00","","4,04,338.00",
"08-May-15","INDO GIBL Indiaforensic STL14011","28494902416","08-May-15","4,73,626.00","","-69,288.00",
"08-May-15","FDRL/INTERNAL FUND TRANSFER","28494928060","08-May-15","","3,00,000.00","2,30,712.00",
"08-May-15","Indfor INCOME INDO REMI15011","28494913922","08-May-15","960","","2,29,752.00",
"08-May-15","INDO GIBL Indiaforensic STL15011","28494872074","08-May-15","1,08,200.00","","1,21,567.00",
"08-May-15","FDRL/INTERNAL FUND TRANSFER","","28494898982","08-May-15","","5,00,000.00","6,21,567.00",
"09-May-15","Indfor INCOME INDO REMI16011","","28494959894","09-May-15","3,000.00","","6,18,567.00",
"09-May-15","INDO GIBL Indiaforensic STL16011","","28494904433","09-May-15","4,46,201.00","","1,72,356.00",
"09-May-15","FDRL/INTERNAL FUND TRANSFER","","28494918999","09-May-15","","4,00,000.00","5,72,356.00",
"09-May-15","Indfor INCOME INDO REMI17011","","37676567565","09-May-15","3,600.00","","5,68,756.00",
"09-May-15","INDO GIBL Indiaforensic STL17011","","28494885289","09-May-15","6,28,628.00","","-59,872.00",
"09-May-15","FDRL/INTERNAL FUND TRANSFER","","28494955945","09-May-15","","5,00,000.00","4,40,128.00",
"09-May-15","Indfor INCOME INDO REMI18011","","28494923292","09-May-15","1,440.00","","4,38,688.00",
"09-May-15","INDO GIBL Indiaforensic STL18011","","28494941902","09-May-15","2,29,800.00","","2,08,888.00",
"09-May-15","","","28494972554","09-May-15","","3,00,000.00","5,08,888.00",
"09-May-15","FDRL/INTERNAL FUND TRANSFER","","28494948631","09-May-15","","3,00,000.00","8,08,888.00",
"09-May-15","Indfor INCOME INDO REMI19011","","28494933607","09-May-15","960","","8,07,928.00",
"09-May-15","INDO GIBL Indiaforensic STL19011","","28494893629","09-May-15","98,900.00","","7,09,028.00",
"09-May-15","","bank settlement","0","09-May-15","4800","","7,04,228.00",
"09-May-15","INDO GIBL Indiaforensic STL20011","","28494903210","09-May-15","96,200.00","","6,08,028.00",
"11-May-15","FDRL/INTERNAL FUND TRANSFER","","28494965904","11-May-15","","3,00,000.00","9,08,028.00",
"11-May-15","Indfor INCOME INDO REMI21011","","28494920503","11-May-15","4,080.00","","9,03,948.00",
"11-May-15","INDO GIBL Indiaforensic STL21011","","28494947005","11-May-15","6,02,930.00","","3,01,018.00",
"11-May-15","FDRL/INTERNAL FUND TRANSFER","","28494897878","11-May-15","","4,00,000.00","7,01,018.00",
"11-May-15","Indfor INCOME INDO REMI22011","","28494941584","11-May-15","3,720.00","","6,97,298.00",
"11-May-15","INDO GIBL Indiaforensic STL22011","","28494931883","11-May-15","5,89,137.00","","1,08,161.00",
"11-May-15","FDRL/INTERNAL FUND TRANSFER","","28494912162","11-May-15","","5,00,000.00","6,08,161.00",
"","Indfor INCOME INDO REMI23011","","39658756757","","2,880.00","","6,05,281.00",
"11-May-15","INDO GIBL Indiaforensic STL23011","","28494904973","11-May-15","3,88,327.00","","2,16,954.00",
"11-May-15","FDRL/INTERNAL FUND TRANSFER","","28494908495","11-May-15","","5,00,000.00","7,16,954.00",
"11-May-15","Indfor INCOME INDO REMI24011","","28494967623","11-May-15","2,040.00","","7,14,914.00",
"11-May-15","INDO GIBL Indiaforensic STL24011","","28494945499","11-May-15","2,45,413.00","","4,69,501.00",
"11-May-15","","","28494904792","11-May-15","","3,00,000.00","7,69,501.00",
"11-May-15","Indfor INCOME INDO REMI25011","","28494951047","11-May-15","1,920.00","","7,67,581.00",
"11-May-15","INDO GIBL Indiaforensic STL25011","","28494934610","11-May-15","4,66,124.00","","3,01,457.00",
"11-May-15","Indfor INCOME INDO REMI26011","","28494932688","11-May-15","360","","3,01,097.00",
"11-May-15","INDO GIBL Indiaforensic STL26011","","37675450878","11-May-15","17,500.00","","2,83,597.00",
"12-May-15","FDRL/INTERNAL FUND TRANSFER","","28494874881","12-May-15","","4,00,000.00","6,83,597.00",
"12-May-15","Indfor INCOME INDO REMI28011","","28494920553","12-May-15","2,520.00","","6,81,077.00",
"12-May-15","INDO GIBL Indiaforensic STL28011","","28494939580","12-May-15","2,99,125.00","","3,81,952.00",
"12-May-15","FDRL/INTERNAL FUND TRANSFER","","28494940326","12-May-15","","3,00,000.00","6,81,952.00",
"12-May-15","Indfor INCOME INDO REMI29011","","28494966493","12-May-15","3,360.00","","6,78,592.00",
"12-May-15","INDO GIBL Indiaforensic STL29011","","28494974746","12-May-15","4,01,052.00","","2,77,540.00",
"12-May-15","Indfor INCOME INDO REMI30011","","28494921567","12-May-15","1,200.00","","2,76,340.00",
"12-May-15","INDO GIBL Indiaforensic STL30011","","28494883409","12-May-15","2,24,051.00","","52,299.00",
"12-May-15","FDRL/INTERNAL FUND TRANSFER","","28494947654","12-May-15","","3,00,000.00","3,52,299.00",
"12-May-15","Indfor INCOME INDO REMI31011","","28494936379","12-May-15","720","","3,51,579.00",
"12-May-15","INDO GIBL Indiaforensic STL31011","","28494954046","12-May-15","1,32,851.00","","2,18,728.00",
"12-May-15","FDRL/INTERNAL FUND TRANSFER","","28494895309","12-May-15","6,00,000.00","","-3,81,272.00",
"12-May-15","TRF FROM","Indiaforensic SERVICES","28494916391","12-May-15","","5,00,000.00","1,18,728.00",
"12-May-15","BBPS SETTLEMENT DT 30/08/","","28494961038","12-May-15","803","","1,17,925.23",
"12-May-15","BBPS SETTLEMENT DT 31/08/","","28494944120","12-May-15","240","","1,17,685.34",
"12-May-15","BBPS SETTLEMENT DT 01/09/","","28494919193","12-May-15","1,193.54","","1,16,491.80",
"12-May-15","BBPS SETTLEMENT DTD 17.10","","28494883128","12-May-15","33","","1,16,458.81",
"12-May-15","BBPS SETTLEMENT DTD 18.10","","28494933839","12-May-15","16","","1,16,442.51",
"12-May-15","BBPS SETTLEMENT DTD 19.10","28494927272","12-May-15","18","","1,16,424.47",
"12-May-15","BBPS SETTLEMENT DTD 20.10","28494864596","12-May-15","23","","1,16,401.48",
"12-May-15","BBPS SETTLEMENT DTD 21.10","28494938417","12-May-15","15","","1,16,386.63",
"12-May-15","BBPS SETTLEMENT FOR DT 27","28494975261","12-May-15","198","","1,16,188.48",
"12-May-15","BBPS SETTLEMENT FOR DT 31","28494861217","12-May-15","1,015.71","","1,15,172.77",
"12-May-15","BBPS SETTLEMENT FOR DT 03","28494895538","12-May-15","1,925.33","","1,13,247.44",
"12-May-15","BBPS SETTLEMENT FOR DT 04","28494891075","12-May-15","2,284.09","","1,10,963.35",
"13-May-15","BBPS SETTLEMENT FOR DT 05","28494906401","13-May-15","689","","1,10,274.05",
"13-May-15","BBPS SETTLEMENT FOR DTD 0","28494963438","13-May-15","199","","1,10,074.75",
"13-May-15","BBPS SETTLEMENT FOR DT 17","28494967104","13-May-15","1,938.02","","1,08,136.73",
"13-May-15","BBPS SETTLEMENT FOR DTD 1","28494868408","13-May-15","579","","1,07,557.43",
"13-May-15","BBPS SETTLEMENT FOR DT 23","28494930629","13-May-15","899","","1,06,658.26",
"13-May-15","BBPS SETTLEMENT FOR DT 24","28494919917","13-May-15","3,927.50","","1,02,730.76",
"13-May-15","BBPS SETTLEMENT FOR DT 21","28494962047","13-May-15","8","","1,02,722.61",
"13-May-15","BBPS SETTLEMENT FOR DT 22","28494873540","13-May-15","98","","1,02,624.46",
"13-May-15","BBPS SETTLEMENT FOR DT 23","28494945206","13-May-15","499","","1,02,125.29",
"13-May-15","BBPS SETTLEMENT DTD 30DEC","28494882959","13-May-15","8","","1,02,117.14",
"13-May-15","BBPS SETTLEMENT FOR DT 03","33423442342","13-May-15","8","","1,02,108.99",
"13-May-15","BBPS SETTLEMENT FOR DT 04","28494936714","13-May-15","1,758.02","","1,00,350.97",
"13-May-15","BBPS SETTLEMENT FOR 16JAN","28494963211","13-May-15","4,320.41","","96,030.56",
"13-May-15","BBPS SETTLEMENT DTD 17JAN","28494926020","13-May-15","3,875.00","","92,155.56",
"13-May-15","","28494883598","13-May-15","1,387.44","","90,768.12",
"13-May-15","BBPS SETTLEMENT DTD 19JAN","28494888240","13-May-15","10,379.49","","80,388.63",
"13-May-15","BBPS SETTLEMENT DTD 20JAN","28494898024","13-May-15","3,234.87","","77,153.76",
"13-May-15","BBPS SETTLEMENT DTD 21JAN","28494913578","13-May-15","885","","76,268.89",
"13-May-15","BBPS SETTLEMENT DTD 23JAN","28494863896","13-May-15","47","","76,221.45",
"13-May-15","Bank Settlement","0","13-May-15","190","","76,031.45",
"13-May-15","BBPS SETTLEMENT DTD 27JAN","28494923169","13-May-15","15,009.49","","61,021.96",
"13-May-15","BBPS SETTLEMENT FOR DT 30","28494874649","13-May-15","41,386.19","","19,635.77",
"13-May-15","BBPS SETTLEMENT FOR DT 31","28494938391","13-May-15","2,232.44","","17,403.33",
"13-May-15","BBPS SETTLEMENT FOR DT 01","28494909460","13-May-15","4,642.19","","12,761.14",
"14-May-15","BBPS SETTLEMENT FOR DT 02","28494975514","14-May-15","2,442.44","","10,318.70",
"14-May-15","BBPS SETTLEMENT FOR DT 03","28494884090","14-May-15","2,338.45","","6,970.00",
"14-May-15","BBPS SETTLEMENT FOR DT 04","28494933315","14-May-15","8","","6,962.43",
"14-May-15","BBPS SETTLEMENT FOR DT 06","28494925042","14-May-15","1,044.24","","5,918.19",
"14-May-15","BBPS SETTLEMENT FOR DT 07","35376992342","14-May-15","2,852.05","","3,066.14",
"14-May-15","BBPS SETTLEMENT FOR DT 08","28494955814","14-May-15","6,777.18","","-3,711.04",
"14-May-15","BBPS SETTLEMENT FOR DT 09","28494920823","14-May-15","","43453","39,741.96",
"14-May-15","BBPS SETTLEMENT FOR DT 10","28494951137","14-May-15","","0.9","39,742.86",
"14-May-15","BBPS SETTLEMENT FOR DT 13","28494868960","14-May-15","5","","39,738.16",
"14-May-15","","28494905665","14-May-15","3,238.66","","36,499.50",
"14-May-15","BBPS SETTLEMENT FOR DT 16","28494922221","14-May-15","5","","36,494.80",
"14-May-15","BBPS SETTLEMENT FOR DT 17","28494873522","14-May-15","14,823.01","","21,671.79",
"14-May-15","BBPS SETTLEMENT 18.02.201","28494930598","14-May-15","302","","21,369.31",
"14-May-15","BBPS SETTLEMENT FOR DT 21","28494928511","14-May-15","523","","20,846.13",
"14-May-15","Atm Settlement","0","14-May-15","3,201.71","","17,644.42",
"14-May-15","BBPS SETTLEMENT FOR DT 23","28494926321","14-May-15","6,859.36","","10,785.06",
"15-May-15","BBPS SETTLEMENT FOR DT 24","28494947601","15-May-15","","464346","4,75,131.06",
"15-May-15","BBPS SETTLEMENT FOR DT 27","28494875161","15-May-15","87,395.82","","3,87,735.24",
"15-May-15","BBPS SETTLEMENT FOR DT 28","28494928756","15-May-15","15,225.89","","3,72,509.35",
"15-May-15","","BBPS SETTLEMENT FOR DT 01","","28494894947","15-May-15","20,337.85","","3,52,171.50",
"15-May-15","","BBPS SETTLEMENT FOR DT 02","","28494951846","15-May-15","21,616.66","","3,30,554.84",
"15-May-15","","BBPS SETTLEMENT FOR DT 03","","28494909530","15-May-15","8,082.01","","3,22,472.83",
"15-May-15","","BBPS SETTLEMENT 04032017","","28494950937","15-May-15","12,695.55","","3,09,777.28",
"15-May-15","","BBPS SETTLEMENT 06032017","","28494937599","15-May-15","68,860.48","","2,40,916.80",
"15-May-15","","BBPS SETTLEMENT 07032017","","28494879998","15-May-15","73,209.78","","1,67,707.02",
"15-May-15","TRF FROM","","Indiaforensic SERVICES","35243434234","15-May-15","","5,00,000.00","6,67,707.02",
"15-May-15","","BBPS SETTLEMENT","OX01 09.","28494863627","15-May-15","35,996.01","","6,31,711.01",
"15-May-15","","BBPS SETTLEMENT FOR OX01","","28494863045","15-May-15","73,844.12","","5,57,866.89",
"15-May-15","","BBPS SETTLEMENT 10032017","","28494969037","15-May-15","71,365.62","","4,86,501.27",
"15-May-15","","BBPS SETTLEMENT 13032017","","28494921334","15-May-15","1,08,914.09","","3,77,587.18",
"15-May-15","","BBPS SETTLEMENT FOR DT 14","","28494873501","15-May-15","1,059.13","","3,76,528.05",
"15-May-15","","BBPS SETTLEMENT 15032017","","28494875989","15-May-15","83,102.87","","2,93,425.18",
"15-May-15","TRF FROM","","Indiaforensic SERVICES","28494873165","15-May-15","","67,000.00","3,60,425.18",
"15-May-15","","BBPS SETTLEMENT 16032017","","28494957723","15-May-15","89,537.25","","2,70,887.93",
"16-May-15","TRF FRM","","Indiaforensic SERVICES","28494966582","16-May-15","","1,17,000.00","3,87,887.93",
"16-May-15","","BBPS SETTLEMENT 17032017","","28494885206","16-May-15","1,17,674.17","","2,70,213.76",
"16-May-15","TRF FRM","","Indiaforensic SERVICES","28494938130","16-May-15","","1,50,000.00","4,20,213.76",
"16-May-15","","BBPS OX01 SETTLEMENT 1803","","28494947271","16-May-15","93,646.00","","3,26,567.76",
"16-May-15","TRF FRM","","Indiaforensic SERVICES","28494947160","16-May-15","","1,50,000.00","4,76,567.76",
"16-May-15","","BBPS SETTLEMENT FOR DT 20","","28494932789","16-May-15","87,337.96","","3,89,229.80",
"16-May-15","","BBPS SETTLEMENT 21032017","","28494906773","16-May-15","1,83,235.55","","2,05,994.25",
"16-May-15","T FRM","","Indiaforensic SERVICES IN","28494914116","16-May-15","","2,00,000.00","4,05,994.25",
"16-May-15","TRF FROM","","Indiaforensic SERVICES","28494914033","16-May-15","","1,00,000.00","5,05,994.25",
"16-May-15","","BBPS OX01 SETTLEMENT 22.0","","28494936845","16-May-15","78,583.40","","4,27,410.85",
"16-May-15","TRF FRM","","Indiaforensic SERVICES","28494903152","16-May-15","","1,00,000.00","5,27,410.85",
"18-May-15","","BBPS OX01 SETTLEMENT 23.0","","28494914283","18-May-15","1,46,774.90","","3,80,635.95",
"18-May-15","","BBPS XO01 SETTLEMENT 24.0","","28494945393","18-May-15","81,047.31","","2,99,588.64",
"18-May-15","TRF FROM","","Indiaforensic SERVICES","28494889848","18-May-15","","2,00,000.00","4,99,588.64",
"18-May-15","","BBPS SETTLEMENT 26032017","","28494928313","18-May-15","1,69,846.16","","3,29,742.48",
"18-May-15","TRF FROM","","Indiaforensic SERVICES","28494873894","18-May-15","","1,00,000.00","4,29,742.48",
"18-May-15","","BBPS SETTLEMENT DTD 27MAR","","28494924342","18-May-15","27,509.12","","4,02,233.36",
"18-May-15","TRF FRM","","Indiaforensic SERVICES","28494860782","18-May-15","","2,00,000.00","6,02,233.36",
"18-May-15","TRF FRM","","Indiaforensic SERVICES","28494970605","18-May-15","","4,00,000.00","10,02,233.36",
"18-May-15","","BBPS SETTLEMENT 28032017","","28494886941","18-May-15","3,91,248.80","","6,10,984.56",
"18-May-15","","BBPS SETTLEMENT 29032017","","28494889270","18-May-15","1,49,362.11","","4,61,622.45",
"18-May-15","","BBPS SETTLEMENT 30032017","","28494903095","18-May-15","1,92,834.72","","2,68,787.73",
"18-May-15","TRF FRM","","Indiaforensic SERVICES","28494953277","18-May-15","","1,00,000.00","3,68,787.73",
"18-May-15","","BBPS SETTLEMENT FOR DT 31","","28494922169","18-May-15","1,45,409.67","","2,23,378.06",
"18-May-15","FDRL/INTERNAL FUND TRANSFER","","","28494876946","18-May-15","","1,50,000.00","3,73,378.06",
"18-May-15","TRF FROM","","Indiaforensic SERVICES","28494960509","18-May-15","","2,00,000.00","5,73,378.06",
"18-May-15","","BBPS SETTLEMENT 03042017","","28494942686","18-May-15","3,48,756.64","","2,24,621.42",
"19-May-15","TRF FRM","","Indiaforensic SERVICES","28494926620","19-May-15","","1,00,000.00","3,24,621.42",
"19-May-15","","BBPS SETTLEMENT 04042017","","28494886962","19-May-15","58,178.96","","2,66,442.46",
"19-May-15","TRF FRM","","Indiaforensic SERVICES","28494925160","19-May-15","","1,00,000.00","3,66,442.46",
"19-May-15","","BBPS OX01 SETTLEMENT 05.0","","28494870513","19-May-15","72,560.62","","2,93,881.84",
"19-May-15","TRF FRM","","Indiaforensic SERVICES","28494953943","19-May-15","","50,000.00","3,43,881.84",
"19-May-15","","BBPS SETTLEMENT FOR DT 06","","28494952592","19-May-15","92,843.96","","2,51,037.88",
"19-May-15","TRF FRM","","Indiaforensic SERVICES","28494963620","19-May-15","","1,00,000.00","3,51,037.88",
"19-May-15","","BBPS OX01 SETTLEMENT 07.0","","28494868081","19-May-15","77,750.54","","2,73,287.34",
"19-May-15","TRF FRM","Indiaforensic SERVICES","28494913706","19-May-15","","50,000.00","3,23,287.34",
"19-May-15","TRF FROM","Indiaforensic SERVICES","28494878090","19-May-15","","5,00,000.00","8,23,287.34",
"19-May-15","BBPS OX01 SETTLEMENT 10.0","","28494895093","19-May-15","70,821.90","","7,52,475.00",
"19-May-15","BBPS OX01 SETTLEMENT 11.0","","28494900492","19-May-15","1,05,418.35","","6,47,056.65",
"19-May-15","WAIVE SWITCHING FEES 31.0","","28494866384","19-May-15","787363","","-1,40,306.35",
"19-May-15","BBPS SETTLEMENT 12042017","","28494961532","19-May-15","","4859423","47,19,116.65",
"19-May-15","BBPS SETTLEMENT DTD 13APR","","28494882182","19-May-15","57,483.14","","46,61,633.51",
"19-May-15","BBPS SETTLEMENT FOR DT 15","","28494973622","19-May-15","1,03,667.55","","45,57,965.96",
"19-May-15","BBPS OX01 SETTLEMENT 17.0","","28494970815","19-May-15","1,02,737.16","","44,55,228.80",
"20-May-15","TRF FRM","Indiaforensic SERVICES","28494965612","20-May-15","","5,00,000.00","49,55,228.80",
"20-May-15","BBPS OX01 SETTLEMENT 18.0","","28494943189","20-May-15","75,758.03","","48,79,470.77",
"20-May-15","BBPS OX01 SETTLEMENT 19.0","","28494946717","20-May-15","1,45,936.93","","47,33,533.84",
"20-May-15","BBPS OX01 SETTLEMENT 20.0","","28494902676","20-May-15","47,216.93","","46,86,316.91",
"20-May-15","BBPS OX01 SETTLEMENT 21.0","","28494974144","20-May-15","51,735.72","","46,34,581.19",
"","BBPS SETTLMENT OX01 24.04","","28494921254","","89,131.66","","45,45,449.53",
"20-May-15","BBPS SETTLEMENT FOR DT 25","","28494916894","20-May-15","1,18,834.97","","44,26,614.56",
"20-May-15","TRF FROM","Indiaforensic SERVICES","28494919202","20-May-15","","5,00,000.00","49,26,614.56",
"20-May-15","BBPS SETTLEMENT FOR DT 26","","28494954549","20-May-15","1,07,909.86","","48,18,704.70",
"20-May-15","BBPS SETTLEMENT 28042017","","28494971134","20-May-15","78,121.88","","47,40,582.82",
"20-May-15","BBPS SETTLEMENT 29042017","","28494952961","20-May-15","73,483.43","","46,67,099.39",
"20-May-15","BBPS SETTLEMENT 01052017","","28494882947","20-May-15","36,802.24","","46,30,297.15",
"20-May-15","BBPS SETTLEMENT 02052017","","28494929421","20-May-15","27,621.17","","46,02,675.98",
"20-May-15","BBPS SETTLEMENT 03052017","","28494955660","20-May-15","36,178.03","","45,66,497.95",
"21-May-15","BBPS SETTLEMENT 04052017","","28494960283","21-May-15","44,830.92","","45,21,667.03",
"21-May-15","BBPS SETTLEMENT 05052017","","28494947418","21-May-15","54,274.88","","44,67,392.15",
"21-May-15","FDRL/INTERNAL FUND TRANSFER","","28494949315","21-May-15","","1,00,000.00","45,67,392.15",
"21-May-15","BBPS SETTLEMENT 06052017","","28494930043","21-May-15","56,535.19","","45,10,856.96",
"21-May-15","BBPS SETTLEMENT FOR DT 08","","28494869252","21-May-15","7,627.17","","45,03,229.79",
"21-May-15","FDRL/INTERNAL FUND TRANSFER","","28494886954","21-May-15","","1,00,000.00","46,03,229.79",
"21-May-15","BBPS SETTLEMENT 09052017","","28494892328","21-May-15","92,354.75","","45,10,875.04",
"21-May-15","BBPS OX01 SETTLEMENT 20.0","","28494889356","21-May-15","6,028.54","","45,04,846.50",
"21-May-15","REV BBPS OX01 SETTLEMENT","","28494919198","21-May-15","","47,216.93","45,52,063.43",
"21-May-15","FDRL/INTERNAL FUND TRANSFER","","28494955772","21-May-15","","1,00,000.00","46,52,063.43",
