"DATE","","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"16-Mar-16","CB814111771794/RMCPL24303/2","","28494923216","16-Mar-16","500","","4,38,689.31",
"16-Mar-16","CB814113821564/RMCPL15233/2","","28494939887","16-Mar-16","1,000.00","","4,37,689.31",
"16-Mar-16","CB814113821647/RMCPL12343/2","","28494927157","16-Mar-16","6,000.00","","4,31,689.31",
"16-Mar-16","CB814113821565/RMCPL12580/2","","28494943687","16-Mar-16","500","","4,31,189.31",
"16-Mar-16","CB814113821836/RMCPL19869/2","","28494964672","16-Mar-16","4,500.00","","4,26,689.31",
"16-Mar-16","CB814113821942/RMCPL24897/2","","28494898619","16-Mar-16","1,000.00","","4,25,689.31",
"16-Mar-16","AEPS ACQ REP ADJ FEES 230","","28494862555","16-Mar-16","","17.7","4,25,707.01",
"16-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494931367","16-Mar-16","","2,06,28,200.00","2,10,53,907.01",
"16-Mar-16","CB814113821635/RMCPL11793/2","","28494881011","16-Mar-16","3,000.00","","2,10,50,907.01",
"16-Mar-16","TRF TO","Indiaforensic SERVICES I","28494928488","16-Mar-16","1,50,00,000.00","","60,50,907.01",
"16-Mar-16","TRF TO","Indiaforensic SERVICES I","28494923633","16-Mar-16","56,00,000.00","","4,50,907.01",
"16-Mar-16","AEPS INCOME DT 24-05-2018","","28494937162","16-Mar-16","","50,158.94","5,01,065.95",
"16-Mar-16","AEPS GST INC DT 24-05-201","","28494952112","16-Mar-16","","10,031.79","5,11,097.74",
"16-Mar-16","AEPS ACQUIRING ADJ FEES 2","","28494893129","16-Mar-16","35","","5,11,062.34",
"16-Mar-16","MAW/5029649807690078/NAGA","","28494947025","16-Mar-16","","100","5,11,162.34",
"16-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494935348","16-Mar-16","","2,13,78,100.00","2,18,89,262.34",
"16-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494940159","16-Mar-16","","1,84,07,100.00","4,02,96,362.34",
"16-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494892866","16-Mar-16","","1,19,86,800.00","5,22,83,162.34",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494893552","17-Mar-16","68,00,000.00","","4,54,83,162.34",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494974267","17-Mar-16","1,50,00,000.00","","3,04,83,162.34",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494903693","17-Mar-16","1,50,00,000.00","","1,54,83,162.34",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494947074","17-Mar-16","1,50,00,000.00","","4,83,162.34",
"17-Mar-16","AEPS ACQUIRING ADJ FEES 2","","28494887075","17-Mar-16","32","","4,83,129.89",
"17-Mar-16","AEPS ACQ CR ADJ FEES 2505","","28494939405","17-Mar-16","454","","4,82,676.18",
"17-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494863832","17-Mar-16","","2,15,38,200.00","2,20,20,876.18",
"17-Mar-16","CR814311346216/RMCPL19418","","28494929160","17-Mar-16","500","","2,20,20,376.18",
"17-Mar-16","CR814311346225/RMCPL22799","","28494899905","17-Mar-16","3,000.00","","2,20,17,376.18",
"17-Mar-16","CR814311346237/RMCPL03657","","28494967672","17-Mar-16","4,500.00","","2,20,12,876.18",
"17-Mar-16","CR814312368420/RMCPL18841","","28494949235","17-Mar-16","3,000.00","","2,20,09,876.18",
"17-Mar-16","CR814312368430/RMCPL17555","","28494930339","17-Mar-16","1,000.00","","2,20,08,876.18",
"17-Mar-16","CR814316422042/RMCPL17454","","28494953059","17-Mar-16","8,000.00","","2,20,00,876.18",
"17-Mar-16","CR814316422054/RMCPL16754","","28494917380","17-Mar-16","2,400.00","","2,19,98,476.18",
"17-Mar-16","CR814316422154/RMCPL22925","","28494933643","17-Mar-16","3,000.00","","2,19,95,476.18",
"17-Mar-16","CR814316422161/RMCPL19130","","28494872387","17-Mar-16","1,000.00","","2,19,94,476.18",
"17-Mar-16","CR814316422177/RMCPL22253","","28494955995","17-Mar-16","1,500.00","","2,19,92,976.18",
"17-Mar-16","CR814316422261/RMCPL13556","","28494913895","17-Mar-16","5,000.00","","2,19,87,976.18",
"17-Mar-16","CR814316422265/RMCPL14498","","28494865263","17-Mar-16","500","","2,19,87,476.18",
"17-Mar-16","CR814316421834/RMCPL23517","","28494966555","17-Mar-16","1,000.00","","2,19,86,476.18",
"17-Mar-16","CR814316421842/RMCPL24236","","28494944560","17-Mar-16","3,000.00","","2,19,83,476.18",
"17-Mar-16","CR814316421865/RMCPL14995","","28494861777","17-Mar-16","500","","2,19,82,976.18",
"17-Mar-16","CR814316421866/RMCPL22241","","28494944449","17-Mar-16","10,000.00","","2,19,72,976.18",
"17-Mar-16","CR814316421875/RMCPL18014","","28494935529","17-Mar-16","1,200.00","","2,19,71,776.18",
"17-Mar-16","CR814316421883/RMCPL24959","","28494891930","17-Mar-16","2,100.00","","2,19,69,676.18",
"17-Mar-16","CR814316421900/RMCPL16278","","28494876689","17-Mar-16","500","","2,19,69,176.18",
"17-Mar-16","CR814316421921/RMCPL15384","","28494893216","17-Mar-16","1,000.00","","2,19,68,176.18",
"17-Mar-16","CR814316421931/RMCPL09612","","28494963910","17-Mar-16","4,000.00","","2,19,64,176.18",
"17-Mar-16","CR814316421933/RMCPL12343","","28494922901","17-Mar-16","1,000.00","","2,19,63,176.18",
"17-Mar-16","CR814316421940/RMCPL21824","","28494918761","17-Mar-16","1,500.00","","2,19,61,676.18",
"17-Mar-16","CR814316421952/RMCPL14190","","28494893576","17-Mar-16","3,500.00","","2,19,58,176.18",
"17-Mar-16","CR814213090372/RMCPL24303","","28494922900","17-Mar-16","4,000.00","","2,19,54,176.18",
"17-Mar-16","CR814213090413/RMCPL09489","","28494960027","17-Mar-16","500","","2,19,53,676.18",
"17-Mar-16","CR814213090346/RMCPL13700","","28494877418","17-Mar-16","5,000.00","","2,19,48,676.18",
"17-Mar-16","CR814213090354/RMCPL23760","","28494910920","17-Mar-16","2,500.00","","2,19,46,176.18",
"17-Mar-16","CR814213090387/RMCPL12343","","28494881272","17-Mar-16","10,000.00","","2,19,36,176.18",
"17-Mar-16","CR814213090402/RMCPL22056","","28494965708","17-Mar-16","4,000.00","","2,19,32,176.18",
"17-Mar-16","CR814213090461/RMCPL25729","","28494923853","17-Mar-16","6,000.00","","2,19,26,176.18",
"17-Mar-16","CR814211064246/RMCPL14948","","28494920713","17-Mar-16","500","","2,19,25,676.18",
"17-Mar-16","CR814211064248/RMCPL24617","","28494968663","17-Mar-16","500","","2,19,25,176.18",
"17-Mar-16","CR814211064249/RMCPL22022","","28494883552","17-Mar-16","1,000.00","","2,19,24,176.18",
"17-Mar-16","CR814211064251/RMCPL25730","","28494924869","17-Mar-16","700","","2,19,23,476.18",
"17-Mar-16","CR814213090537/RMCPL21404","","28494939346","17-Mar-16","2,500.00","","2,19,20,976.18",
"17-Mar-16","CR814213090270/RMCPL17491","","28494925816","17-Mar-16","2,000.00","","2,19,18,976.18",
"17-Mar-16","CR814212074496/RMCPL12343","","28494886264","17-Mar-16","3,000.00","","2,19,15,976.18",
"17-Mar-16","CR814213090579/RMCPL22941","","28494921490","17-Mar-16","1,000.00","","2,19,14,976.18",
"17-Mar-16","CR814213090262/RMCPL16275","","28494972476","17-Mar-16","1,000.00","","2,19,13,976.18",
"17-Mar-16","CR814213090551/RMCPL20613","","28494962355","17-Mar-16","1,000.00","","2,19,12,976.18",
"17-Mar-16","AEPS ACQ REP ADJ FEES 280","","28494923071","17-Mar-16","","182.9","2,19,13,159.08",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494960866","17-Mar-16","1,50,00,000.00","","69,13,159.08",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494875901","17-Mar-16","5,00,000.00","","64,13,159.08",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494937039","17-Mar-16","30,00,000.00","","34,13,159.08",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494873193","17-Mar-16","20,00,000.00","","14,13,159.08",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494912029","17-Mar-16","10,00,000.00","","4,13,159.08",
"17-Mar-16","MAW/5029649805976016/Akol","","28494881971","17-Mar-16","","1,800.00","4,14,959.08",
"17-Mar-16","AEPS INCOME DT 25-05-2018","","28494945867","17-Mar-16","","51,864.52","4,66,823.60",
"17-Mar-16","","bank settlement","0","17-Mar-16","456","","4,66,367.60",
"17-Mar-16","AEPS INCOME DT 26-05-2018","","28494967981","17-Mar-16","","44,084.03","5,10,451.63",
"17-Mar-16","AEPS GST INC DT 26-05-201","","28494897348","17-Mar-16","","8,816.81","5,19,268.44",
"17-Mar-16","AEPS INCOME DT 27-05-2018","","28494889811","17-Mar-16","","30,108.83","5,49,377.27",
"17-Mar-16","AEPS GST INC DT 27-05-201","","28494872888","17-Mar-16","","6,021.77","5,55,399.04",
"17-Mar-16","AEPS INCOME DT 28-05-2018","","28494950280","17-Mar-16","","52,273.30","6,07,672.34",
"17-Mar-16","AEPS GST INC DT 28-05-201","","28494887276","17-Mar-16","","10,454.66","6,18,127.00",
"17-Mar-16","MAW/5029649804017077/Vara","","28494877868","17-Mar-16","","10,000.00","6,28,127.00",
"17-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494906330","17-Mar-16","","2,08,43,100.00","2,14,71,227.00",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494933969","17-Mar-16","1,50,00,000.00","","64,71,227.00",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494865418","17-Mar-16","60,00,000.00","","4,71,227.00",
"17-Mar-16","MAW/5029649812210102/Vals","","28494929873","17-Mar-16","","1,000.00","4,72,227.00",
"17-Mar-16","AEPS INCOME DT 29-05-2018","","28494909871","17-Mar-16","","50,492.93","5,22,719.93",
"17-Mar-16","AEPS GST INC DT 29-05-201","","28494888761","17-Mar-16","","10,098.59","5,32,818.52",
"17-Mar-16","AEPS ACQUIRING ADJ FEES 2","","28494883849","17-Mar-16","18","","5,32,800.82",
"17-Mar-16","MAW/5029649804017077/Vara","","28494903935","17-Mar-16","","10,000.00","5,42,800.82",
"17-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494898394","17-Mar-16","","2,09,46,700.00","2,14,89,500.82",
"17-Mar-16","CR814409573437/RMCPL12343/2","","28494912602","17-Mar-16","1,000.00","","2,14,88,500.82",
"17-Mar-16","CR814409573475/RMCPL18214/2","","28494892601","17-Mar-16","1,000.00","","2,14,87,500.82",
"17-Mar-16","CR814409573464/RMCPL20108/2","","28494917098","17-Mar-16","500","","2,14,87,000.82",
"17-Mar-16","CR814417705972/RMCPL22341/2","","28494948222","17-Mar-16","2,900.00","","2,14,84,100.82",
"17-Mar-16","CR814416697987/RMCPL16388/2","","28494945880","17-Mar-16","2,000.00","","2,14,82,100.82",
"17-Mar-16","CR814416697979/RMCPL23233/2","","28494881681","17-Mar-16","600","","2,14,81,500.82",
"17-Mar-16","CR814811565959/RMCPL10677/2","","28494889925","17-Mar-16","1,000.00","","2,14,80,500.82",
"17-Mar-16","CR814811576428/RMCPL20241/2","","28494932691","17-Mar-16","500","","2,14,80,000.82",
"17-Mar-16","CR814811581947/RMCPL20275/2","","28494933543","17-Mar-16","1,000.00","","2,14,79,000.82",
"17-Mar-16","CR814815648246/RMCPL22520/2","","28494878899","17-Mar-16","1,000.00","","2,14,78,000.82",
"17-Mar-16","CR814815648245/RMCPL09003/2","","28494962593","17-Mar-16","1,000.00","","2,14,77,000.82",
"17-Mar-16","CR814815648247/RMCPL25783/2","","28494938631","17-Mar-16","1,000.00","","2,14,76,000.82",
"17-Mar-16","CR814510865344/RMCPL19090/2","","28494912363","17-Mar-16","1,600.00","","2,14,74,400.82",
"17-Mar-16","CR814511891896/RMCPL21533/2","","28494920818","17-Mar-16","8,000.00","","2,14,66,400.82",
"17-Mar-16","CR814511891876/RMCPL16251/2","","28494870812","17-Mar-16","2,000.00","","2,14,64,400.82",
"17-Mar-16","CR814512904800/RMCPL11375/2","","28494895499","17-Mar-16","500","","2,14,63,900.82",
"17-Mar-16","CR814512917969/RMCPL20589/2","","28494887857","17-Mar-16","3,000.00","","2,14,60,900.82",
"17-Mar-16","CR814610128283/RMCPL09710/2","","28494922274","17-Mar-16","2,500.00","","2,14,58,400.82",
"17-Mar-16","CR814610128289/RMCPL19751/2","","28494951271","17-Mar-16","5,000.00","","2,14,53,400.82",
"17-Mar-16","MAW/5029649806207502/Akol","","28494919781","17-Mar-16","","500","2,14,53,900.82",
"17-Mar-16","MAW/5029649804272227/Kush","","28494914628","17-Mar-16","","10,000.00","2,14,63,900.82",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494876421","17-Mar-16","1,50,00,000.00","","64,63,900.82",
"17-Mar-16","TRF TO","Indiaforensic SERVICES I","28494861382","17-Mar-16","60,00,000.00","","4,63,900.82",
"17-Mar-16","AEPS INCOME DT 30-05-2018","","28494967702","17-Mar-16","","50,906.24","5,14,807.06",
"17-Mar-16","AEPS GST INC DT 30-05-201","","28494881679","17-Mar-16","","10,181.25","5,24,988.31",
"17-Mar-16","AEPS ACQ CR ADJ FEES 3005","","28494959037","17-Mar-16","172","","5,24,816.62",
"17-Mar-16","AEPS ACQ REP ADJ FEES 300","","28494905803","17-Mar-16","","14.75","5,24,831.37",
"17-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494950738","17-Mar-16","","1,88,06,500.00","1,93,31,331.37",
"17-Mar-16","CR814911860849/RMCPL24867/2","","28494906836","17-Mar-16","1,000.00","","1,93,30,331.37",
"17-Mar-16","CR814913883552/RMCPL14048/2","","28494915159","17-Mar-16","1,100.00","","1,93,29,231.37",
"17-Mar-16","CR814911860843/RMCPL09519/2","","28494873797","17-Mar-16","5,000.00","","1,93,24,231.37",
"17-Mar-16","CR814910838160/RMCPL20553/2","","28494975209","17-Mar-16","500","","1,93,23,731.37",
"18-Mar-16","MAW/5029649805791001/Akol","","28494924233","18-Mar-16","","2,500.00","1,93,26,231.37",
"18-Mar-16","MAW/5029649805791019/Akol","","28494860381","18-Mar-16","","1,500.00","1,93,27,731.37",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494931774","18-Mar-16","1,50,00,000.00","","43,27,731.37",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494943891","18-Mar-16","39,00,000.00","","4,27,731.37",
"18-Mar-16","AEPS INCOME DT 31-05-2018","","28494863882","18-Mar-16","","44,393.68","4,72,125.05",
"18-Mar-16","AEPS GST INC DT 31-05-201","","28494890968","18-Mar-16","","8,878.74","4,81,003.79",
"18-Mar-16","AEPS ACQ CR ADJ FEES 3105","","28494953527","18-Mar-16","33","","4,80,970.77",
"18-Mar-16","MAW/5029649804017077/Vara","","28494963629","18-Mar-16","","10,000.00","4,90,970.77",
"18-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494869630","18-Mar-16","","2,24,45,200.00","2,29,36,170.77",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494918055","18-Mar-16","5,00,000.00","","2,24,36,170.77",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494964981","18-Mar-16","20,00,000.00","","2,04,36,170.77",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494887748","18-Mar-16","1,00,00,000.00","","1,04,36,170.77",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494923928","18-Mar-16","40,00,000.00","","64,36,170.77",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494924638","18-Mar-16","30,00,000.00","","34,36,170.77",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494951457","18-Mar-16","30,00,000.00","","4,36,170.77",
"18-Mar-16","AEPS INCOME DT 01-06-2018","","28494925595","18-Mar-16","","52,808.72","4,88,979.49",
"18-Mar-16","AEPS GST INC DT 01-06-201","","28494904964","18-Mar-16","","10,561.74","4,99,541.23",
"18-Mar-16","AEPS ACQUIRING ADJ FEES 0","","28494953074","18-Mar-16","47","","4,99,494.03",
"18-Mar-16","MAW/5029649804017077/Vara","","28494870752","18-Mar-16","","10,000.00","5,09,494.03",
"18-Mar-16","MAW/5029649808809255/NAGA","","28494864260","18-Mar-16","","1,100.00","5,10,594.03",
"18-Mar-16","MAW/5029649804017077/Vara","","28494945661","18-Mar-16","","10,000.00","5,20,594.03",
"18-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494872048","18-Mar-16","","1,83,90,200.00","1,89,10,794.03",
"18-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494915431","18-Mar-16","","1,34,72,900.00","3,23,83,694.03",
"18-Mar-16","MAW/5029649809768476/Vals","","28494965424","18-Mar-16","","4,000.00","3,23,87,694.03",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494894261","18-Mar-16","1,50,00,000.00","","1,73,87,694.03",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494952872","18-Mar-16","1,50,00,000.00","","23,87,694.03",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494975007","18-Mar-16","20,00,000.00","","3,87,694.03",
"18-Mar-16","AEPS INCOME DT 02-06-2018","","28494882282","18-Mar-16","","43,728.11","4,31,422.14",
"18-Mar-16","AEPS GST INC DT 02-06-201","","28494922460","18-Mar-16","","8,745.62","4,40,167.76",
"18-Mar-16","AEPS INCOME DT 03-06-2018","","28494873189","18-Mar-16","","33,563.72","4,73,731.48",
"18-Mar-16","AEPS GST INC DT 03-06-201","","28494971395","18-Mar-16","","6,712.74","4,80,444.22",
"18-Mar-16","AEPS ACQUIRING ADJ FEES 0","","28494890777","18-Mar-16","18","","4,80,426.52",
"18-Mar-16","AEPS ACQ CR ADJ FEES 0206","","28494967326","18-Mar-16","9","","4,80,417.67",
"18-Mar-16","CR815112403718/RMCPL00029/3","","28494884016","18-Mar-16","500","","4,79,917.67",
"18-Mar-16","CR815112403700/RMCPL23829/3","","28494931730","18-Mar-16","500","","4,79,417.67",
"18-Mar-16","CR815111392731/RMCPL23976/3","","28494881542","18-Mar-16","500","","4,78,917.67",
"18-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494955813","18-Mar-16","","2,02,67,200.00","2,07,46,117.67",
"18-Mar-16","CB814311346232/RMCPL14145/2","","28494887294","18-Mar-16","7,000.00","","2,07,39,117.67",
"18-Mar-16","CB814417705974/RMCPL24076/2","","28494956057","18-Mar-16","6,200.00","","2,07,32,917.67",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494956974","18-Mar-16","1,00,00,000.00","","1,07,32,917.67",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494948683","18-Mar-16","1,00,00,000.00","","7,32,917.67",
"18-Mar-16","AEPS INCOME DT 04-06-2018","","28494960728","18-Mar-16","","48,085.36","7,81,003.03",
"18-Mar-16","AEPS GST INC DT 04-06-201","","28494921572","18-Mar-16","","9,617.07","7,90,620.10",
"18-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494940567","18-Mar-16","","1,91,81,800.00","1,99,72,420.10",
"18-Mar-16","MAW/5029649807139282/NAGA","","28494925420","18-Mar-16","","700","1,99,73,120.10",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494904222","18-Mar-16","1,50,00,000.00","","49,73,120.10",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494952833","18-Mar-16","45,00,000.00","","4,73,120.10",
"18-Mar-16","AEPS INCOME DT 05-06-2018","","28494922482","18-Mar-16","","45,698.45","5,18,818.55",
"18-Mar-16","AEPS GST INC DT 05-06-201","","28494947302","18-Mar-16","","9,139.69","5,27,958.24",
"18-Mar-16","AEPS ACQ REP ADJ FEES 050","","28494912474","18-Mar-16","","47.2","5,28,005.44",
"18-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494935084","18-Mar-16","","2,00,80,100.00","2,06,08,105.44",
"18-Mar-16","CR815211655462/RMCPL13894/0","","28494935202","18-Mar-16","2,000.00","","2,06,06,105.44",
"18-Mar-16","CR815211655455/RMCPL23894/0","","28494939276","18-Mar-16","3,000.00","","2,06,03,105.44",
"18-Mar-16","CR815218793339/RMCPL19867/0","","28494956593","18-Mar-16","500","","2,06,02,605.44",
"18-Mar-16","CR815216750138/RMCPL13506/0","","28494953051","18-Mar-16","1,500.00","","2,06,01,105.44",
"18-Mar-16","CR815216750117/RMCPL09588/0","","28494924730","18-Mar-16","10,000.00","","2,05,91,105.44",
"18-Mar-16","CR815216750131/RMCPL00195/0","","28494877985","18-Mar-16","700","","2,05,90,405.44",
"18-Mar-16","CR815211655459/RMCPL26209/0","","28494956519","18-Mar-16","4,000.00","","2,05,86,405.44",
"18-Mar-16","CR815216760362/RMCPL18067/0","","28494973138","18-Mar-16","5,000.00","","2,05,81,405.44",
"18-Mar-16","CR815216760346/RMCPL22341/0","","28494874239","18-Mar-16","10,000.00","","2,05,71,405.44",
"18-Mar-16","CR815216760358/RMCPL14165/0","","28494904786","18-Mar-16","1,000.00","","2,05,70,405.44",
"18-Mar-16","CR815218793614/RMCPL14902/0","","28494922718","18-Mar-16","2,000.00","","2,05,68,405.44",
"18-Mar-16","CR815316036765/RMCPL13859/0","","28494917648","18-Mar-16","2,000.00","","2,05,66,405.44",
"18-Mar-16","CR815310934479/RMCPL21595/0","","28494910734","18-Mar-16","6,000.00","","2,05,60,405.44",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494950518","18-Mar-16","1,50,00,000.00","","55,60,405.44",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494915218","18-Mar-16","40,00,000.00","","15,60,405.44",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494931091","18-Mar-16","10,00,000.00","","5,60,405.44",
"18-Mar-16","AEPS INCOME DT 06-06-2018","","28494897686","18-Mar-16","","48,614.90","6,09,020.34",
"18-Mar-16","AEPS GST INC DT 06-06-201","","28494963467","18-Mar-16","","9,722.98","6,18,743.32",
"18-Mar-16","AEPS ACQ CR ADJ FEES 0606","","28494917155","18-Mar-16","163","","6,18,579.89",
"18-Mar-16","MAW/5029649805749819/NAGA","","28494934824","18-Mar-16","","6,000.00","6,24,579.89",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494931065","18-Mar-16","2,50,000.00","","3,74,579.89",
"18-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494880365","18-Mar-16","","1,95,05,400.00","1,98,79,979.89",
"18-Mar-16","TRFT O","Indiaforensic SERVICES I","28494874782","18-Mar-16","1,50,00,000.00","","48,79,979.89",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494961632","18-Mar-16","5,00,000.00","","43,79,979.89",
"18-Mar-16","TRF TO","Indiaforensic SERVICES I","28494899634","18-Mar-16","40,00,000.00","","3,79,979.89",
"18-Mar-16","AEPS INCOME DT 07-06-2018","","28494880936","18-Mar-16","","45,683.32","4,25,663.21",
"18-Mar-16","AEPS GST INC DT 07-06-201","","28494920006","18-Mar-16","","9,136.66","4,34,799.87",
